x,y,event_type,timestamp
316.63,361.49,Kill,445.5
280.43,134.04,Kill,446.0
839.9,753.53,Damage,446.5
658.77,713.39,Damage,447.0
768.07,234.61,Death,447.5
615.4,981.08,Death,448.0
797.16,146.31,Death,448.5
612.58,639.5,Damage,449.0
448.81,890.27,Kill,449.5
79.51,996.6,Damage,450.0
846.21,870.66,Death,450.5
320.69,267.17,Damage,451.0
244.17,188.29,Damage,451.5
510.74,164.64,Kill,452.0
529.32,557.87,Damage,452.5
839.04,723.19,Death,453.0
279.97,42.23,Damage,453.5
945.71,976.8,Death,454.0
67.24,690.76,Damage,454.5
42.55,688.32,Damage,455.0
318.49,444.03,Death,455.5
422.73,482.56,Damage,456.0
665.92,273.04,Kill,456.5
592.91,59.9,Damage,457.0
854.28,634.3,Death,457.5
287.37,615.38,Death,458.0
925.0,362.12,Damage,458.5
732.76,641.89,Death,459.0
521.3,347.64,Damage,459.5
754.75,327.52,Kill,460.0
82.82,958.88,Damage,460.5
820.87,1019.57,Damage,461.0
125.9,449.84,Kill,461.5
504.43,320.7,Death,462.0
1012.23,930.36,Damage,462.5
686.08,456.96,Damage,463.0
54.51,925.39,Kill,463.5
494.0,709.65,Kill,464.0
741.86,554.91,Kill,464.5
371.89,984.53,Kill,465.0
861.24,562.65,Damage,465.5
14.6,103.21,Damage,466.0
807.84,460.32,Kill,466.5
981.1,210.29,Death,467.0
99.84,559.25,Kill,467.5
27.87,606.65,Death,468.0
175.13,34.55,Damage,468.5
466.03,149.89,Damage,469.0
177.76,365.83,Damage,469.5
326.06,847.22,Death,470.0
689.13,112.63,Kill,470.5
1023.91,910.4,Kill,471.0
787.73,618.3,Death,471.5
19.35,696.03,Kill,472.0
691.46,797.12,Damage,472.5
985.23,933.54,Damage,473.0
465.57,566.46,Kill,473.5
533.05,23.15,Kill,474.0
927.79,364.98,Damage,474.5
634.87,347.12,Death,475.0
533.13,184.28,Death,475.5
525.26,775.14,Kill,476.0
827.98,395.74,Damage,476.5
649.49,846.09,Kill,477.0
268.57,203.18,Damage,477.5
557.14,154.46,Kill,478.0
343.62,126.04,Damage,478.5
185.81,868.42,Death,479.0
116.51,902.8,Death,479.5
966.32,111.02,Kill,480.0
592.06,787.25,Damage,480.5
606.16,139.06,Damage,481.0
456.28,733.44,Death,481.5
876.05,748.58,Damage,482.0
82.64,409.91,Kill,482.5
392.34,350.16,Damage,483.0
297.97,800.81,Death,483.5
579.31,829.76,Kill,484.0
197.87,821.73,Kill,484.5
2.82,773.85,Kill,485.0
50.45,630.28,Damage,485.5
359.48,693.91,Kill,486.0
645.1,845.18,Kill,486.5
178.16,489.66,Kill,487.0
245.21,623.87,Damage,487.5
3.45,363.88,Kill,488.0
983.79,55.41,Damage,488.5
840.0,958.27,Damage,489.0
435.35,627.58,Death,489.5
948.27,879.29,Death,490.0
523.81,48.63,Death,490.5
1009.92,794.69,Kill,491.0
982.79,970.19,Death,491.5
556.84,129.89,Damage,492.0
573.79,725.82,Kill,492.5
35.94,669.78,Kill,493.0
691.86,291.73,Death,493.5
41.72,624.83,Damage,494.0
617.83,345.93,Kill,494.5
53.57,624.36,Kill,495.0
822.67,751.87,Kill,495.5
597.87,757.42,Kill,496.0
358.82,700.44,Damage,496.5
405.97,839.51,Kill,497.0
87.38,751.21,Kill,497.5
249.95,385.23,Death,498.0
488.41,357.36,Death,498.5
685.8,372.03,Kill,499.0
201.56,604.31,Kill,499.5
